MSV,Class,Subject
20004450,"['BIO2400E 6CLCCNS', 'BIO3182 5CLCCNS', 'BIO3356 3CLCCNS', 'BIO3803E 2CLCCNS', 'CHE1057 5CLCCNS', 'PHI1002 5']","['BIO3356', 'BIO3803E', 'BIO3182', 'CHE1057', 'BIO2400E', 'PHI1002']"
20004453,"['PHY1020 3', 'PHY2304 5', 'PHY2502 2', 'PHY3302', 'PHY3624 1']","['PHY1020', 'PHY3624', 'PHY3302', 'PHY2502', 'PHY2304']"
20004462,"['CHE1080 1', 'GLO2069 CLCĐC', 'GLO3196 CLCĐC', 'GLO3197 CLCĐC', 'MAT1091 2']","['GLO3196', 'MAT1091', 'GLO2069', 'GLO3197', 'CHE1080']"
20004472,"['EVS2302 3', 'GEO2059 2', 'GLO2056', 'GLO2066', 'GLO2099 1', 'PHI1002 11']","['GLO2099', 'EVS2302', 'GLO2056', 'GLO2066', 'GEO2059', 'PHI1002']"
20004481,"['GEO2304', 'GEO2313', 'GEO3400', 'GEO3403', 'GEO4057', 'GEO4070', 'GEO4071', 'GEO4073', 'GEO4074', 'GEO4075', 'HIS1001 10', 'MAT1101 4', 'PHI1002 1']","['GEO4074', 'GEO4071', 'GEO2304', 'GEO3400', 'GEO4075', 'GEO3403', 'GEO2313', 'GEO4073', 'GEO4057', 'MAT1101', 'HIS1001', 'GEO4070', 'PHI1002']"
20004492,"['PHY2004 2QTL', 'PHY2304E QTL', 'PHY3163 2QTL', 'PHY3605E QTL']","['PHY2004', 'PHY2304E', 'PHY3605E', 'PHY3163']"
20004496,"['HMO2201', 'HMO3601', 'HMO3602', 'HMO3603', 'HMO3610', 'MAT1101 4', 'PHI1002 8', 'POL1001 12']","['HMO3610', 'POL1001', 'HMO2201', 'HMO3603', 'HMO3602', 'MAT1101', 'HMO3601', 'PHI1002']"
20004497,"['HIS1001 10', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317 1', 'MAT2317 2', 'MAT2406', 'MAT3365', 'MAT3372', 'MAT3507']","['MAT2315E', 'MAT2315', 'MAT3372', 'MAT3507', 'MAT2406', 'HIS1001', 'MAT3365', 'MAT2317', 'MAT2314']"
20004498,"['GEO3119', 'GEO3120', 'GEO3121', 'GEO3138', 'MAT1192 3', 'PHY1103 7', 'PHY1104 11', 'PHY1104 12', 'PHY1104 14', 'PHY1104 3', 'PHY1104 5', 'PHY1104 6', 'PHY1104 7', 'PHY1104 8']","['GEO3119', 'GEO3120', 'MAT1192', 'PHY1104', 'GEO3121', 'PHY1103', 'GEO3138']"
20004513,"['GEO3400', 'GEO3403', 'GEO4057', 'GEO4070', 'GEO4071', 'GEO4073', 'GEO4074', 'GEO4075', 'HIS1001 12', 'MAT1090 1', 'MAT1101 4', 'PHI1002 1', 'POL1001 7']","['GEO4074', 'GEO4071', 'GEO3400', 'GEO4075', 'MAT1090', 'GEO3403', 'POL1001', 'GEO4073', 'GEO4057', 'MAT1101', 'HIS1001', 'GEO4070', 'PHI1002']"
20004514,"['PHY2304 3', 'PHY3163', 'PHY3301 2']","['PHY3163', 'PHY3301', 'PHY2304']"
20004532,"['BIO2400E 6CLCCNS', 'BIO3182 2CLCCNS', 'BIO3356 5CLCCNS', 'BIO3803E 3CLCCNS', 'PHI1002 9', 'PHI1006 1', 'PHI1006 10', 'PHI1006 2', 'PHI1006 3', 'PHI1006 4', 'PHI1006 5', 'PHI1006 6', 'PHI1006 7', 'PHI1006 8', 'PHI1006 9']","['BIO3356', 'PHI1006', 'BIO3803E', 'BIO3182', 'BIO2400E', 'PHI1002']"
20004537,"['PHY2206 1', 'PHY2304 7', 'PHY2310', 'PHY2404 TNL', 'PHY3302']","['PHY2310', 'PHY2206', 'PHY3302', 'PHY2304', 'PHY2404']"
20004542,"['HIS1001 8', 'MAT2403 2', 'MAT2407 1', 'MAT3506', 'MAT3514 1', 'POL1001 9']","['MAT3514', 'POL1001', 'MAT2407', 'HIS1001', 'MAT3506', 'MAT2403']"
20004547,"['HIS1056 6', 'MAT2314 2TNT', 'MAT2407 3TNT', 'MAT3300 3TNT', 'MAT3340 TNT', 'MAT3344 3TNT', 'PHI1002 3']","['MAT3300', 'MAT3344', 'MAT3340', 'PHI1002', 'MAT2407', 'MAT2314', 'HIS1056']"
20004555,"['GEO1050 3', 'GEO1050 5', 'HIS1001 10', 'HIS1001 11', 'MAT2403 1', 'MAT2403 2', 'MAT3379', 'MAT3381', 'MAT3506', 'MAT3514 1', 'MAT3514 2']","['GEO1050', 'MAT3381', 'MAT3514', 'MAT3379', 'HIS1001', 'MAT3506', 'MAT2403']"
20004560,"['BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'EVS4071 2', 'HIS1001 10', 'PHI1002 11']","['EVF2032', 'EVF2007', 'BIO3191', 'BIO3190', 'EVS4071', 'HIS1001', 'PHI1002']"
20004575,"['CHE2114E 1CLCHD', 'CHE3300 3CLCHD', 'CHE3302 1CLCHD', 'GEO1050 1', 'HIS1001 4', 'PHI1002 11']","['GEO1050', 'CHE3300', 'CHE3302', 'CHE2114E', 'HIS1001', 'PHI1002']"
20004586,"['BIO2202 5', 'BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'EVS4071 2', 'HIS1001 10']","['EVF2032', 'EVF2007', 'BIO3191', 'BIO3190', 'BIO2202', 'EVS4071', 'HIS1001']"
20004590,"['BIO2400E 3CLCCNS', 'BIO3182 3CLCCNS', 'BIO3356 3CLCCNS', 'BIO3803E 3CLCCNS', 'CHE1057 5CLCCNS', 'PHY1100 11', 'POL1001 12']","['BIO3356', 'BIO3803E', 'PHY1100', 'POL1001', 'BIO3182', 'CHE1057', 'BIO2400E']"
20004591,"['CHE1084 2TNH', 'CHE2110 1TNH', 'HIS1001 11', 'HIS1001 7', 'PHI1002 8', 'PHY1161 1CTĐB', 'PHY2206 2', 'PHY2206 3', 'PHY2304 4', 'PHY2304 5', 'PHY2310', 'PHY2310', 'PHY2404 TNL', 'PHY2404 TNL', 'PHY3301 1', 'PHY3301 2', 'POL1001 8']","['CHE1084', 'PHY2310', 'CHE2110', 'PHY3301', 'PHY2206', 'POL1001', 'PHY1161', 'PHY2304', 'HIS1001', 'PHY2404', 'PHI1002']"
20004599,"['EVS2302 3', 'GEO2059 2', 'GLO2056', 'GLO2066', 'GLO2099 1', 'HIS1001 11', 'POL1001 7']","['GLO2099', 'EVS2302', 'GLO2056', 'GLO2066', 'GEO2059', 'POL1001', 'HIS1001']"
20004603,"['EVS2302 3', 'GEO2059 2', 'GLO2056', 'GLO2066', 'GLO2099 2', 'GLO2100 CLCĐC', 'GLO3070']","['GLO2099', 'EVS2302', 'GLO2056', 'GLO2100', 'GLO2066', 'GEO2059', 'GLO3070']"
20004604,"['CHE1079E CLCCNH', 'CHE1091 8CLCCNH', 'CHE1092', 'CHE1092 2TNH', 'CHE1129 CLCCNH', 'CHE1133 1CLCCNH', 'CHE1133 2CLCHD', 'CHE1133 3TNH', 'CHE1133E TTH', 'CHE2021 2CLCCNH']","['CHE1092', 'CHE1133E', 'CHE1079E', 'CHE1129', 'CHE1091', 'CHE2021', 'CHE1133']"
20004613,"['CHE1075E 1CLCHD', 'CHE3300 3CLCHD', 'CHE3302 1CLCHD', 'GEO1050 6', 'MAT2318 1', 'MAT2403 1', 'MAT3379', 'MAT3381', 'PHI1002 1', 'PHI1002 11', 'POL1001 9']","['GEO1050', 'MAT3381', 'CHE1075E', 'POL1001', 'CHE3300', 'CHE3302', 'MAT3379', 'PHI1002', 'MAT2318', 'MAT2403']"
20004615,"['BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'EVS4071 2', 'HIS1001 11', 'PHI1002 6']","['EVF2032', 'EVF2007', 'BIO3191', 'BIO3190', 'EVS4071', 'HIS1001', 'PHI1002']"
20004630,"['BIO2202 5', 'BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'EVS4071 6', 'MAT1101 1', 'PHI1002 9', 'PHI1006 1', 'PHI1006 10', 'PHI1006 2', 'PHI1006 3', 'PHI1006 4', 'PHI1006 5', 'PHI1006 6', 'PHI1006 7', 'PHI1006 8', 'PHI1006 9']","['EVF2032', 'PHI1006', 'EVF2007', 'BIO3191', 'BIO3190', 'BIO2202', 'EVS4071', 'MAT1101', 'PHI1002']"
20004637,"['PHY1108 1', 'PHY2502 2', 'PHY3302', 'PHY3609 2', 'PHY3610 1', 'PHY3610 2', 'PHY3610 3', 'PHY3610 4TNL', 'PHY3610E QTL', 'PHY3623 1', 'PHY3623 2', 'PHY3624 1']","['PHY1108', 'PHY3610', 'PHY3610E', 'PHY3624', 'PHY3623', 'PHY3302', 'PHY2502', 'PHY3609']"
20004644,"['BIO3190', 'BIO3191', 'CHE1081 8', 'EVF2007 1', 'EVF2032', 'EVS4071 2', 'PHI1002 9', 'PHI1006 1', 'PHI1006 10', 'PHI1006 2', 'PHI1006 3', 'PHI1006 4', 'PHI1006 5', 'PHI1006 6', 'PHI1006 7', 'PHI1006 8', 'PHI1006 9']","['EVF2032', 'PHI1006', 'EVF2007', 'BIO3191', 'BIO3190', 'EVS4071', 'CHE1081', 'PHI1002']"
20004645,"['BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'EVS4071 6', 'PHY1103 6', 'POL1001 8']","['EVF2032', 'EVF2007', 'POL1001', 'BIO3191', 'BIO3190', 'EVS4071', 'PHY1103']"
20004650,"['HIS1001 1', 'MAT2403 5CLCMTKHTT', 'MAT3517E 1CLCMTKHTT', 'MAT3551E 4CLCMTKHTT', 'MAT3552E 1CLCMTKHTT', 'MAT3552E 2CLCMTKHTT', 'MAT3552E 3CLCMTKHTT', 'MAT3552E 4CLCMTKHTT', 'MAT3555 1CLCMTKHTT', 'MAT3555 2CLCMTKHTT', 'MAT3557', 'PHY1020 4CTĐB', 'PHY1070 1', 'PHY1070 2']","['MAT3557', 'PHY1020', 'MAT3555', 'PHY1070', 'MAT3551E', 'HIS1001', 'MAT3517E', 'MAT3552E', 'MAT2403']"
20004654,"['MAT2403 2', 'MAT3500 1', 'MAT3514 1', 'POL1001 12']","['MAT3514', 'POL1001', 'MAT3500', 'MAT2403']"
20004659,"['CHE1048', 'CHE1083', 'CHE1090', 'CHE1091 1', 'CHE3300 1', 'POL1001 12']","['CHE1090', 'CHE1048', 'POL1001', 'CHE3300', 'CHE1091', 'CHE1083']"
20004662,"['CHE1079E CLCCNH', 'CHE1091 8CLCCNH', 'CHE1092', 'CHE1092 2TNH', 'CHE1129 CLCCNH', 'CHE1133 1CLCCNH', 'CHE1133 2CLCHD', 'CHE1133 3TNH', 'CHE1133E TTH', 'CHE2021 2CLCCNH', 'HIS1056 9']","['CHE1092', 'CHE1133E', 'CHE1079E', 'CHE1129', 'CHE1091', 'CHE2021', 'CHE1133', 'HIS1056']"
20004665,"['GEO3263', 'GEO3304', 'GEO3305', 'MAT1101 12', 'MAT1192 2', 'PHI1002 6', 'PHY1103 2']","['GEO3305', 'GEO3304', 'MAT1192', 'MAT1101', 'PHY1103', 'PHI1002', 'GEO3263']"
20004666,"['PHY2004 2QTL', 'PHY2304E QTL', 'PHY3163 2QTL', 'PHY3605E QTL']","['PHY2004', 'PHY2304E', 'PHY3605E', 'PHY3163']"
20004670,"['GEO3400', 'GEO3403', 'GEO4057', 'GEO4070', 'GEO4071', 'GEO4073', 'GEO4074', 'GEO4075', 'MAT1101 12', 'PHI1002 1']","['GEO4074', 'GEO4071', 'GEO3400', 'GEO4075', 'GEO3403', 'GEO4073', 'GEO4057', 'MAT1101', 'GEO4070', 'PHI1002']"
20004691,"['GEO2304', 'GEO2313', 'GEO3119', 'GEO3120', 'GEO3121', 'GEO3138', 'GEO3360', 'HIS1001 6', 'MAT1090 1', 'PHY1103 5', 'POL1001 6']","['GEO2304', 'MAT1090', 'GEO2313', 'POL1001', 'GEO3119', 'GEO3120', 'HIS1001', 'GEO3121', 'PHY1103', 'GEO3138', 'GEO3360']"
20004693,"['GEO2110', 'GEO3224', 'GEO3227', 'GEO3230', 'MAT1101 9', 'PHI1002 12', 'PHY1103 11']","['GEO2110', 'GEO3230', 'GEO3224', 'MAT1101', 'GEO3227', 'PHY1103', 'PHI1002']"
20004702,"['HIS1001 11', 'MAT2403 1', 'MAT3373', 'MAT3514 2', 'PHI1002 4']","['MAT3514', 'HIS1001', 'PHI1002', 'MAT3373', 'MAT2403']"
20004709,"['BIO3190', 'BIO3191', 'CHE1080 3', 'EVF2007 1', 'EVF2032']","['EVF2032', 'EVF2007', 'BIO3191', 'BIO3190', 'CHE1080']"
20004711,"['HIS1001 3', 'MAT2317 4CLCMTKHTT', 'MAT2403 5CLCMTKHTT', 'MAT3551E 3CLCMTKHTT', 'PHI1002 8', 'PHY1020 2', 'POL1001 3']","['PHY1020', 'POL1001', 'MAT3551E', 'PHI1002', 'HIS1001', 'MAT2317', 'MAT2403']"
20004715,"['HMO2201', 'HMO3181', 'HMO3302', 'HMO3303', 'PHI1002 5', 'POL1001 12']","['HMO3181', 'POL1001', 'HMO2201', 'HMO3303', 'HMO3302', 'PHI1002']"
20004716,"['HIS1001 7', 'PHI1002 6', 'PHY2206 2', 'PHY2304 5', 'PHY2310', 'PHY2404 TNL']","['PHY2310', 'PHY2206', 'PHY2304', 'HIS1001', 'PHY2404', 'PHI1002']"
20004719,"['GEO2319', 'GEO3263', 'GEO3266', 'GEO3304', 'GEO3305', 'MAT1101 9', 'PHI1002 9', 'PHI1006 1', 'PHI1006 10', 'PHI1006 2', 'PHI1006 3', 'PHI1006 4', 'PHI1006 5', 'PHI1006 6', 'PHI1006 7', 'PHI1006 8', 'PHI1006 9', 'PHY1103 1']","['GEO3305', 'PHI1006', 'GEO3304', 'GEO2319', 'GEO3266', 'MAT1101', 'PHY1103', 'PHI1002', 'GEO3263']"
20004721,"['GEO3400', 'GEO3403', 'GEO4057', 'GEO4070', 'GEO4071', 'GEO4073', 'GEO4074', 'GEO4075', 'HIS1001 4']","['GEO4074', 'GEO4071', 'GEO3400', 'GEO4075', 'GEO3403', 'GEO4073', 'GEO4057', 'HIS1001', 'GEO4070']"
20004727,"['BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'EVS4071 4', 'HIS1001 5', 'PHI1002 11']","['EVF2032', 'EVF2007', 'BIO3191', 'BIO3190', 'EVS4071', 'HIS1001', 'PHI1002']"
20004728,"['HIS1056 1', 'PHY1108 3', 'PHY2502 2', 'PHY3302', 'PHY3609 2', 'PHY3610 1', 'PHY3610 2', 'PHY3610 3', 'PHY3610 4TNL', 'PHY3610E QTL', 'PHY3623 1', 'PHY3623 2', 'PHY3624 2']","['PHY1108', 'PHY3610', 'PHY3610E', 'PHY3624', 'PHY3623', 'PHY3302', 'PHY2502', 'PHY3609', 'HIS1056']"
20004730,"['CHE1048', 'CHE1091 1', 'CHE2018', 'CHE2019 1', 'CHE2019 2', 'CHE2019 3CLCCNH', 'CHE2019 4CLCCNH', 'CHE2019 5CLCHD', 'CHE2021', 'HIS1001 12', 'HIS1056 2']","['CHE2018', 'CHE1048', 'CHE1091', 'HIS1001', 'CHE2021', 'CHE2019', 'HIS1056']"
20004733,"['PHI1002 12', 'PHY2304 2', 'PHY3314', 'PHY3317', 'PHY3343']","['PHI1002', 'PHY3317', 'PHY2304', 'PHY3314', 'PHY3343']"
20004738,"['GEO3263', 'GEO3266', 'GEO3304', 'GEO3305', 'HIS1001 8', 'PHI1002 4']","['GEO3305', 'GEO3304', 'GEO3266', 'HIS1001', 'PHI1002', 'GEO3263']"
20004739,"['HIS1001 1', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317 1', 'MAT2317 2', 'MAT2406', 'MAT3365', 'MAT3372', 'MAT3507', 'POL1001 7']","['MAT2315E', 'MAT2315', 'MAT3372', 'POL1001', 'MAT3507', 'MAT2406', 'HIS1001', 'MAT3365', 'MAT2317', 'MAT2314']"
20004744,"['PHY2502 2', 'PHY3302', 'PHY3609 2', 'PHY3610 1', 'PHY3610 2', 'PHY3610 3', 'PHY3610 4TNL', 'PHY3610E QTL', 'PHY3623 1', 'PHY3623 2', 'PHY3624 2']","['PHY3610E', 'PHY3610', 'PHY3624', 'PHY3623', 'PHY3302', 'PHY2502', 'PHY3609']"
20004746,"['CHE1052', 'CHE1054 10', 'CHE1054 11', 'CHE1054 12', 'CHE1054 13', 'CHE1054 14', 'CHE1054 15', 'CHE1054 1CLCHD', 'CHE1054 2CLCHD', 'CHE1054 3CLCHD', 'CHE1054 4CLCHD', 'CHE1054 5CLCCNKTHH', 'CHE1054 9', 'CHE1079', 'CHE1083', 'CHE1090']","['CHE1090', 'CHE1079', 'CHE1052', 'CHE1054', 'CHE1083']"
20004748,"['CHE1075E 2CLCHD', 'CHE2114E 2CLCHD', 'CHE2115 1TNH', 'CHE2115 2TTH', 'CHE2116 TNH', 'CHE2116E TTH', 'CHE3300 4CLCHD', 'CHE3301 1CLCHD', 'CHE3301 2CLCHD', 'CHE3301 3CLCHD', 'CHE3301 4CLCHD', 'CHE3301 5CLCHD', 'CHE3301 6CLCCNH', 'CHE3302 2CLCHD', 'CHE3303', 'CHE3303 2TNH', 'CHE3303 3TNH', 'CHE3303 4', 'CHE4052', 'E340 TTKHMT', 'GEO3263', 'GEO3266', 'GEO3270', 'GEO3276', 'GEO3293', 'GEO3304', 'GEO3305', 'HIS1001 8']","['CHE3301', 'GEO3276', 'CHE4052', 'GEO3304', 'CHE3302', 'GEO3263', 'E340', 'GEO3305', 'CHE2115', 'CHE2116E', 'CHE2114E', 'CHE1075E', 'GEO3270', 'CHE3300', 'GEO3293', 'CHE2116', 'GEO3266', 'HIS1001', 'CHE3303']"
20004751,"['BIO2045 1', 'BIO2203 4', 'BIO2204 3', 'MAT1192 4', 'POL1001 7']","['BIO2045', 'POL1001', 'MAT1192', 'BIO2203', 'BIO2204']"
20004760,"['GEO3400', 'GEO3403', 'GEO4057', 'GEO4070', 'GEO4071', 'GEO4073', 'GEO4074', 'GEO4075', 'HIS1001 5', 'MAT1101 12', 'PHI1002 3']","['GEO4074', 'GEO4071', 'GEO3400', 'GEO4075', 'GEO3403', 'GEO4073', 'GEO4057', 'MAT1101', 'HIS1001', 'GEO4070', 'PHI1002']"
20004765,"['CHE1080 2', 'GLO2069 CLCĐC', 'GLO3196 CLCĐC', 'HIS1056 9', 'PHY1103 14CLCMTKHTT']","['CHE1080', 'GLO2069', 'GLO3196', 'PHY1103', 'HIS1056']"
20004767,"['MAT2308', 'MAT2310', 'MAT3300 1', 'MAT3305', 'MAT3344 2', 'PHI1002 6', 'POL1001 10']","['MAT3300', 'MAT2308', 'MAT3305', 'MAT3344', 'MAT2310', 'POL1001', 'PHI1002']"
20004771,"['GEO2110', 'GEO3224', 'GEO3227', 'GEO3230', 'HIS1056 7', 'MAT1101 9', 'MAT1192 1', 'PHI1002 3', 'PHY1103 10']","['GEO2110', 'GEO3230', 'GEO3224', 'MAT1192', 'MAT1101', 'GEO3227', 'PHY1103', 'PHI1002', 'HIS1056']"
20004781,"['PHI1002 1', 'PHY1113 5', 'PHY2304 4', 'PHY3163', 'PHY3301 2']","['PHY3301', 'PHY3163', 'PHY2304', 'PHI1002', 'PHY1113']"
20004782,"['MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317 1', 'MAT2317 2', 'MAT2406', 'MAT2407 1', 'MAT3365', 'MAT3372', 'MAT3507']","['MAT2315E', 'MAT2315', 'MAT3372', 'MAT3507', 'MAT2406', 'MAT2317', 'MAT3365', 'MAT2407', 'MAT2314']"
20004786,"['CHE1079E CLCCNH', 'CHE1091 8CLCCNH', 'CHE1092', 'CHE1092 2TNH', 'CHE1129 CLCCNH', 'CHE1133 1CLCCNH', 'CHE1133 2CLCHD', 'CHE1133 3TNH', 'CHE1133E TTH', 'CHE2021 2CLCCNH', 'HIS1001 10', 'MAT2407 2', 'MAT3507', 'PHI1002 11', 'PHI1002 4', 'POL1001 5', 'POL1001 5']","['CHE1092', 'CHE1133E', 'CHE1079E', 'CHE1129', 'POL1001', 'MAT3507', 'PHI1002', 'CHE1091', 'HIS1001', 'CHE2021', 'MAT2407', 'CHE1133']"
20004797,"['GEO1050 1', 'PHY1113 6', 'PHY2004', 'PHY2304 1', 'POL1001 5']","['GEO1050', 'POL1001', 'PHY2304', 'PHY2004', 'PHY1113']"
20004803,"['CHE1080 4', 'CHE1081 7', 'EVS2301 1', 'EVS3242 1', 'EVS3453', 'EVS3455', 'EVS3459 TTKHMT', 'EVS3460', 'EVS3464 CLCCNKTMT', 'MAT1091 2', 'MAT1092 2', 'MAT1101 1', 'PHY1103 12']","['EVS3459', 'EVS3453', 'PHY1103', 'EVS3460', 'EVS3242', 'EVS3455', 'MAT1091', 'MAT1092', 'EVS2301', 'MAT1101', 'CHE1081', 'EVS3464', 'CHE1080']"
20004805,"['HIS1001 8', 'MAT2308', 'MAT2310', 'MAT3300 1', 'MAT3305', 'MAT3344 2']","['MAT3300', 'MAT2308', 'MAT3305', 'MAT3344', 'MAT2310', 'HIS1001']"
20004818,"['CHE1084 2TNH', 'CHE2110 1TNH', 'CHE2130 TNH']","['CHE1084', 'CHE2110', 'CHE2130']"
20004822,"['CHE1080 3', 'GEO2300 1', 'GEO3269', 'MAT1091 1', 'PHI1002 3', 'PHY1100 11']","['MAT1091', 'CHE1080', 'PHY1100', 'GEO3269', 'PHI1002', 'GEO2300']"
20004823,"['GEO2059 1', 'GLO2056', 'GLO2066', 'GLO2099 1', 'PHI1002 1', 'POL1001 1']","['GLO2099', 'GLO2056', 'GLO2066', 'GEO2059', 'POL1001', 'PHI1002']"
20004824,"['GEO3400', 'GEO3403', 'GEO4057', 'GEO4070', 'GEO4071', 'GEO4073', 'GEO4074', 'GEO4075', 'HIS1001 2', 'MAT1101 4', 'POL1001 1']","['GEO4074', 'GEO4071', 'GEO3400', 'GEO4075', 'GEO3403', 'POL1001', 'GEO4073', 'GEO4057', 'MAT1101', 'HIS1001', 'GEO4070']"
20004826,"['HIS1001 1', 'HIS1001 11', 'MAT2308', 'MAT2310', 'MAT3300 1', 'MAT3305', 'MAT3344 2', 'PHY2206 1', 'PHY2304 4', 'PHY2310', 'PHY2404 TNL']","['PHY2310', 'MAT3300', 'MAT2308', 'MAT3305', 'MAT3344', 'MAT2310', 'PHY2206', 'PHY2304', 'HIS1001', 'PHY2404']"
20004828,"['BIO3262 1TNS', 'BIO3373 1TNS', 'BIO3504 1TNS', 'HIS1001 3', 'MAT1101 1', 'MAT1259 TNS', 'PHI1002 4', 'PHY2206 2', 'PHY2304 4', 'PHY2310', 'PHY2404 TNL', 'PHY3301 2']","['PHY2310', 'BIO3373', 'PHY3301', 'PHY2206', 'MAT1259', 'BIO3504', 'MAT1101', 'HIS1001', 'PHY2404', 'PHI1002', 'PHY2304', 'BIO3262']"
20004836,"['CHE1091 1', 'CHE2018', 'CHE2019 1', 'CHE2019 2', 'CHE2019 3CLCCNH', 'CHE2019 4CLCCNH', 'CHE2019 5CLCHD', 'CHE2021', 'CHE3300 2', 'HIS1001 6', 'POL1001 6']","['CHE2018', 'POL1001', 'CHE3300', 'CHE1091', 'HIS1001', 'CHE2021', 'CHE2019']"
20004839,"['GEO2319', 'GEO2320 2', 'GEO3263', 'GEO3265', 'GEO3266', 'GEO3304', 'GEO3305', 'MAT1101 13', 'MAT1192 4', 'PHI1002 2', 'PHY1100 11', 'PHY1103 1']","['GEO3305', 'GEO3265', 'GEO3304', 'PHY1100', 'MAT1192', 'GEO2319', 'GEO3266', 'MAT1101', 'PHY1103', 'PHI1002', 'GEO3263', 'GEO2320']"
20004840,"['CHE1075E 1CLCHD', 'CHE2114E 1CLCHD', 'CHE3300 3CLCHD', 'CHE3302 1CLCHD', 'PHI1002 2', 'PHY1100 10']","['PHY1100', 'CHE3300', 'CHE3302', 'CHE2114E', 'PHI1002', 'CHE1075E']"
20004854,"['BIO2203 1', 'BIO2204 1', 'POL1001 5']","['BIO2204', 'POL1001', 'BIO2203']"
20004868,"['HIS1001 4', 'MAT2318 1', 'PHI1002 6', 'PHY2304 7', 'PHY2502 1', 'PHY3609 1', 'PHY3624 2']","['PHY3624', 'PHY2502', 'PHY2304', 'HIS1001', 'PHI1002', 'MAT2318', 'PHY3609']"
20004886,"['HIS1001 7', 'PHY2206 3', 'PHY2304 5', 'PHY2310', 'PHY2404 TNL', 'POL1001 4']","['PHY2310', 'PHY2206', 'POL1001', 'PHY2304', 'HIS1001', 'PHY2404']"
20004889,"['HIS1001 5', 'HMO2201', 'HMO3181', 'HMO3302', 'HMO3303', 'HMO3312', 'PHI1002 9', 'PHI1006 1', 'PHI1006 10', 'PHI1006 2', 'PHI1006 3', 'PHI1006 4', 'PHI1006 5', 'PHI1006 6', 'PHI1006 7', 'PHI1006 8', 'PHI1006 9']","['HMO3181', 'PHI1006', 'HMO3312', 'HMO2201', 'HMO3303', 'HMO3302', 'HIS1001', 'PHI1002']"
20004890,"['CHE1084', 'CHE1085 1', 'CHE1085 2', 'CHE1085 3', 'CHE1090', 'CHE1091 1', 'POL1001 8']","['CHE1084', 'CHE1090', 'CHE1085', 'POL1001', 'CHE1091']"
20004898,"['BIO3190', 'BIO3191', 'CHE1081 4', 'EVF2007 1', 'EVF2032', 'EVS4071 6', 'POL1001 11']","['EVF2032', 'EVF2007', 'POL1001', 'BIO3191', 'BIO3190', 'EVS4071', 'CHE1081']"
20004899,"['CHE1052', 'CHE1054 10', 'CHE1054 11', 'CHE1054 12', 'CHE1054 13', 'CHE1054 14', 'CHE1054 15', 'CHE1054 1CLCHD', 'CHE1054 2CLCHD', 'CHE1054 3CLCHD', 'CHE1054 4CLCHD', 'CHE1054 5CLCCNKTHH', 'CHE1054 9', 'CHE1090', 'MAT1092 7', 'PHI1002 5', 'POL1001 12']","['CHE1090', 'POL1001', 'MAT1092', 'CHE1052', 'CHE1054', 'PHI1002']"
20004905,"['CHE1052', 'CHE1054 10', 'CHE1054 11', 'CHE1054 12', 'CHE1054 13', 'CHE1054 14', 'CHE1054 15', 'CHE1054 1CLCHD', 'CHE1054 2CLCHD', 'CHE1054 3CLCHD', 'CHE1054 4CLCHD', 'CHE1054 5CLCCNKTHH', 'CHE1054 9', 'CHE1079', 'CHE1091 1', 'CHE2018', 'CHE2019 1', 'CHE2019 2', 'CHE2019 3CLCCNH', 'CHE2019 4CLCCNH', 'CHE2019 5CLCHD', 'CHE2021']","['CHE2018', 'CHE1079', 'CHE1052', 'CHE1054', 'CHE1091', 'CHE2021', 'CHE2019']"
20004908,"['MAT2403 4CLCMTKHTT', 'MAT3517E 2CLCMTKHTT', 'MAT3551E 4CLCMTKHTT', 'MAT3552E 1CLCMTKHTT', 'MAT3552E 2CLCMTKHTT', 'MAT3552E 3CLCMTKHTT', 'MAT3552E 4CLCMTKHTT', 'MAT3555 1CLCMTKHTT', 'MAT3555 2CLCMTKHTT', 'MAT3557', 'PHY1020 4CTĐB', 'PHY1070 1', 'PHY1070 2']","['PHY1020', 'MAT3555', 'PHY1070', 'MAT3551E', 'MAT3557', 'MAT3517E', 'MAT3552E', 'MAT2403']"
20004913,"['BIO2202 1', 'BIO2203 5', 'BIO3258 1', 'GEO3400', 'GEO3403', 'GEO4057', 'GEO4070', 'GEO4071', 'GEO4073', 'GEO4074', 'GEO4075', 'HIS1001 9', 'HIS1056 4', 'MAT1101 3', 'PHI1002 1', 'PHY1103 12', 'POL1001 6']","['GEO4074', 'GEO4071', 'GEO3400', 'GEO4075', 'PHY1103', 'GEO3403', 'POL1001', 'GEO4073', 'GEO4057', 'HIS1056', 'MAT1101', 'BIO2202', 'BIO2203', 'HIS1001', 'GEO4070', 'PHI1002', 'BIO3258']"
